,text
773,Regula la atención ya que la gente que está laborando ahi a veces tiene una mala actitud
774,"La atención en la sucursal es buena, casi siempre tiene mucha gente y el cajero solo está disponible hasta el cierre de la sucursal"
775,Sin cajeros los sábado
776,Cajeros automáticos cerrados en fin de semana o feriados
777,Mal cajeros automáticos cerrados
781,Banco en zona accesible por pesera metro u coche también hay zonas de comida aledaña
782,Dos  de los cajeros automáticos no sirven y en tercero hice un depósito y se quedó con el cambio. Llamé a la línea Bancomer y nunca pude comunicarme
783,"Pésima atención de la cajera y del gerente de la sucursal. Quise hacer una transferencia internacional a lo que me pidieron una carta membretada adicional al formato que me hicieron llenar con todos los datos. Aún así, previamente había…"
784,Son amables y casi no hay gente
785,"PÉSIMO el trato y atención de algunas ejecutivas, pues me dejaron solo esperando mi turno, cuando una de ellas incluso tiro mi papel con el turno. Realmente espero jamás volver a esa sucursal, aparte solo una me atendió bien, me saco de mis dudas. Sin embargo espero no regresar nunca a esa sucursal."
786,"Pésimo servicio, pase con una de sus ejecutivas y la señorita no arregló nada de lo que le pedí e intentó venderme una tarjeta de crédito que yo no le pedí, eviten ir a esta sucursal, es pésima."
787,"Pésima atención de ejecutivos en bancomer ribiera.
Tengo más de 1 hora en espera"
788,"Pésima Atención, son trogloditas los que trabajan ahí,"
789,"Pésima seguridad, si cambias un cheque avisan dentro de sucursal y te asaltan saliendo."
790,"Pésimo. Caro, lento y ya que toca tu turno, te atienden del nabo.
De pronto a las 3.20 los ejecutivos empiezan a despedirse discretamente y empiezan a desaparecer dejando sólo un escritorio funcionando."
791,"Te hacen esperar hasta media hora, para hablar con individuos diske ejecutivos.... se creen los dueños de TU dinero.."
792,"(Traducción de Google) CR 77

(Original)
CR 77"
798,"Pésimo lugar,literalmente dos horas formado y al final no fui atendido, que frustración si no tienen el personal para abrir una nueva sucursal mejor no lo hagan."
799,Retiraron la Sucursal
800,"El dia de hoy 26 de Junio de 2020 acudi a las 15:30hrs y estaba cerrada la sucursal, apenas hace 3 semanas acudi y estaba abierta, y ahora esta abierta la que esta en valle de aragon por el metro impulsora que en mi tramite anterior estaba…"
801,Los empleados de ese lugar siempre son muy atentos y amables
802,"El personal muy atento y respetuoso, tardé más en la fila que en las operaciones que fui a realizar, cómo sugerencia marquen con círculos o cruces ""su sana distancia"" no entiendo por qué la gente quiere seguir muy junta como si se fuera a meter alguien en la fila!!"
803,"Bien ubicada la sucursal, entras y sales muy rápido"
804,"Limpio y ordenado, también es rápido en ventanilla a mis experiencias."
805,Ya no está este cajero
806,No es bbva es un santander
807,Este lugar ya no existe
808,Ya no lo pusieron bien pinche lejos hasta rio de los remedios tambien quitaron el de area de bancos sobre Av central que poca
809,pues aunque existe porque es un banco demasiado pequeño y aparte no cumple con la seguridad suficiente ya que se encuentra dentro de la mega Sorianadesde las cajas puedes ver las ventanillas del banco y los cajeros tienen muy pocos porque…
810,No existe la sucursal
811,Ya no esta el cajero yo solo vine a perder el tiempo ya no le hare caso a Google maps☹️😐
812,No hay ni merga
813,"No existe tal banco.
Borrenlos del mapa."
814,"Poco personal y atascado de clientes. Si tienes tiempo de sobra y no te importa gastarlo en formaciones, debes de venir aquí."
815,Le falta mucha rapidez 😒
816,Cerrado
817,Ya quitaron ese bancomer
818,Ya no hay.
819,ACABAN DE RETIRAR ESTA SUCURSAL
820,Poco estacionamiento
821,"(Traducción de Google) CR 0248

(Original)
CR 0248"
834,"Me encantó. El único banco donde veo que me atendieron super rápido e hicieron todo por mi, en serio. Si quieren un buen servicio pregunten por Alejandra Lupercio y ella les atenderá en seguida, fue atenta, amable, honesta, respetuosa,…"
835,Tengo Casi 1 Hora y No Me An Podido atender  Pésimo Servicio De Los Ejecutivos
836,"Pésimo servicio del cajero Francisco fui a hacer un depósito pequeño y me dijo de una forma muy grosera que la proxima vez no pasara a caja y al pedirle cambio puso una cara de enojo enorme.
Muy mala experiencia"
837,"Excelente atención de los ejecutivos, me resolvieron mi problema"
838,La atención es rápida
839,Bastante fila para los cajeros...
840,Pesimo  no entiendo porque cierran los cajeros tan temprano
841,"El personal de esta sucursal es bastante atento, el clima en el lugar es fresco y no he visto exceso de saturación en las cajas como en otras sucursales."
842,No saben asesorar bien pésima atención antipáticos.
843,Muy buen servicio los cajeros son muy amables así como también los ejecutivos
844,Muy buena ubicación !!
845,Pésimo servicio una hora y sus ejecutivos no me pidieron  atender y su director correteando
846,"Bastante malo el banquito este. Muy lentos, su sitio web seguido tiene broncas"
847,"Si está abierto y vacío, estás de suerte normalmente está lleno en hora hábiles. Si andas de fiesta por acá, este es de los cajeros más seguros y recomendables."
848,Bastante tranquilo jejeje
849,"DEMASIADA GENTE, POCOS CAJEROS, SI NO ERES CLIENTE UNA HORA PARA QUE TE ATIENDAN COMO MÍNIMO."
850,Una buena ubicación
851,Tiene varios cajeros eso es bueno.
852,"Tengo dos horas tratando de entrar y me marca error, esto es horroroso"
853,"(Traducción de Google) jejee bien

(Original)
jejee bien"
862,"Tengan cuidado revisen bien su dinero antes de salir de la sucursal me la han aplicado el chavo de la caja 4 entrega mal el efectivo y la chava de la caja 3 esta igual , no se dejen sorprender"
863,Súper sucio 🤢
864,"Buena atención, poca gente, buena ubicación recomendable"
865,"El servicio de los ejecutivos es por debajo de regular. El servicio del empleado varón que te recibe es pésimo, cero amabilidad y empatía. Hoy fui a hacer un trámite urgente y no tenían sistema y su respuesta fue ""no sabemos cuando vuelva a…"
866,"Área de cajeros limpia y buena atención por parte de los empleados que están para apoyar a los clientes, cuatro estrellas porque no puedo evaluar la experiencia en ventanillas ya que no hice uso de ella."
867,Lo peor que puede existir en banco
868,Ojo con el cajero 8863; es practicaja. Es la segunda vez que retiro y jamás se me entrega el efectivo. En el resultado de mi aclaración me dicen que no hubo faltante **Sobrante** y por lo tanto no procedía mi ticket. Una manera tan sutil de perder tu dinero.
869,"Como comentan otros usuarios la practicaja 8863 no da el efectivo, y el día de ayer retuvo mi tarjeta y ahora nadie me da solución, PESIMO SERVICIO"
870,"NO ABREN EN SABADO. Nadie de los que escriben reseñas pone eso,deberian poner información util y no estupideces."
871,Muy poca gente
872,"En excelente lugar, poca cola, estacionamiento"
873,El servicio de Bancomer ofrece garantía en cada uno de sus productos. Y la banca línea es una maravilla
874,Otra sucursal más con empleados ignorantes e irespetuosos.
875,Útil
876,Pocos cajeros atendiendo
877,Esta en remodelacion no hay cajeros!!!!!!
878,Sin información..esta espantoso
879,"(Traducción de Google) Usé mi tarjeta de débito australiana en su cajero automático, recibí el retiro y el comprobante, pero no la tarjeta. El cajero automático muestra un mensaje fuera de línea. Le pedí al gerente general que devuelva mi…"
885,En las mañanas esta muy sucio y los cajeros no funcionan correctamente
886,"Muy mal servicio solo una practicaja para realizar depósitos y no dejan pasar a ventanilla, seguramente están muy cansados de su fin de semana, las niñas de servicio súper groseras y mal encaradas cabe mencionar que es día lunes"
887,Ocupe el cajero red y me rechazó el movimiento y no me dió el efectivo pero si lo retiro de mi cuenta Bancomer si regresa el dinero o es de los bancos que te hacen el cuento chino 15 días para salir conque si te dió el dinero y ya lo perdiste
888,"Los cajeros y servicio en cajas es bueno, el servicio con ejecutivos lentísimo siempre, mínimo esperas una hora. De todos los bancos este es el peor en su servicio de ejecutivos"
889,"Casi una hora de espera y al final no me atendieron, solo quería abrir una cuenta de nomina o bien hacer la portabilidad, pasaron turnos y nada, hasta me dieron dos para pasar más rápido, en ese momento también una persona se fue por que no…"
890,"Parece increíble que de dos cajeros ""inteligentes"" solo sirva uno. Y la persona que ""asesora"" a los clientes le da entrada a gente que no se formó y encima hacen diez operaciones lo cual no es sano para las personas que estamos formados.
Creo que merecemos un mejor servicio."
891,Fácil una hora de espera si vas con algún ejecutivo
892,"Resulta que acudí a realizar una modificación de dato de mis alertas y termine con baja de servicio de banca móvil sin mi autorización, no puede ser que el servicio con los ejecutivos sea lentísimo, estuve casi 2hrs en espera; siempre que…"
893,"Personal muy atento, eficiente, con cajeros suficientes de fácil acceso y rápido"
894,"Excelente lugar, Banco con sistema de cajeros automáticos de alta tecnología, camas de seguridad,muy céntrico,Serca cámara de C4, patrullajes constantes,vialidades ágiles.No estacionamiento.Acceso adecuado para personas con discapacidades.Lo recomiendo ampliamente."
895,Pésima atención se solicitó cambio de domicilio y me enviaron a la sucursal donde aperturaron la cuenta
896,"NI UNA ESTRELLA Pesima atencion del area de caja

LOS PAGOS DEL CETIS. 5 SOLO EN CAJEROS AUTOMATICOS

NO INFORMAN Y NO HAY UNA NOTA QUE INDIQUE QUE SOLO EN CAJERO AUTOMATICO

SOLO DENOTA LA FALTA DE SERVICIOS A TODO EL PUBLICO EN CAJAS"
897,Mentira no abren los sábados
898,"Sé que es sábado pero, un ejecutivo atendido nada más? No serio? Ya van dos personas que se retiran por el tiempo. Que mal"
899,Si está abierto los días sábado yo hoy estoy aquí
900,"Que asaltan muy seguido en esta sucursal, tanto si entran al banco como al cajero.  Tengan cuidado"
901,División Vertiz CR 3555
902,Small bank branch!
911,alguien sabe cuando abrira nuevamewnte esta sucursal??
912,Cerrado...
913,Ya no existe esa sucursal quítenla
914,"Es un robo lo que cobran por estacionamiento, si ya de por si la plaza no es concurrida y te cobran 15 pesos si solo vas al cajero aún si vas en moto, así como entré salí y me fui a buscar otro cajero. Sean mas inteligentes, a los que van…"
915,Atencion rapida aunque no es muy visible.
916,"Ya no existe se cambió de ubicacion a una mini plaza, esta foto es de la nueva ubicación"
917,"Ya no existe, actualicen esto."
918,Es bastante pequeño. Solamente cuenta con un cajero automático por lo cual la rapidez para pasar al cajero muy continuamente es lenta y la disponibilidad de efectivo puede escacear.
919,Al parecer ya no está ubicado ahí sino más adelante
920,"La atención de los ejecutivos y cajeros, es rápida y servicial."
923,Hay practicaja para depositar sin importar ka hora del día
924,La peor agencia en atencion a clientes. Para una simple reposicion de tarjeta de debito extraviada me hicieron perder 1h30 por malas informaciones y al final ni me la pudieron dar!!
925,"Pésimo no esté banco si no todo Bancomer me dan una ficha H y dice esperar 30 min, y luego por qué la gente se aburre y no paga, yo por ejemplo era para pagar mi tarjeta de crédito, y luego saque otra ficha F y pase en 8 min. La H jamás paso, pésimos..."
926,"Pésimo servicio, he tardado más de una hora y pareciera que nunca saldré de ahí, termino retirándome antes de que pase mi turno la verdad si estas trabajando y quieres pasar, te recomiendo busques otra alternativa"
927,"Por parte del cajero, el flujo ya es más rápido que antes y no te quedas tanto tiempo formado."
928,"Si vas a sucursal... prepárate, la peor que eh tenido que visitar."
929,"Llevó una hora treinta minutos intentando aperturar mi nómina. He Sido la siguiente en la lista por más de media hora, Mientras los ejecutivos salen por otro tipo de clientes que llegaron mucho después que yo, les pido apoyo pasivamente (ya…"
930,"El personal es muy amable y brindan muy buena atención, las practicajas luego están muy saturadas, pero las demás cajas no. Como todo buen banco está saturado durante las quincenas, pero siempre tratan de brindarte la mejor atención."
931,"Nefasto, es lentísimooooooooooo. Les llevó 2 horas abrir una cuenta de debito sencilla."
932,"Para que un ejecutivo te atienda pasa de 35 a 45 min. Como es sucursal pequeña no hay lugar para sentarse, nada recomendable."
933,El personal es muy amable. Sólo que es una sucursal demasiado concurrida
934,"NEFASTO EL SERVICIO
Por parte de los asesores, no recomiendo que vallan ya que por flojera te dicen que no se puede modificar un dato, y al momento de cancelación de una cuenta, por no asignar una tarjeta por flojera, es que no la puedo…"
935,Muy buena atención
936,"Mala atención por parte de los que están en la ""recepción"", no son nada amables.
Los ejecutivos son demasiado lentos y se pierde más tiempo del normal o el que en promedio se invierte en otras sucursales."
937,"Es un bancomer que en quincenas es como todos los demas, colapsa.  Hay pocos cajeros electronicos y debes hacer una sola fila para cajero de retiro y cajero de deposito. Lo buenos es que se encuentra dentro de la plaza universidad, pero a…"
938,Los cajeros automáticos son excelentes
939,El servicio de los asesores es excelente sobre todo el del asesor de lentes muy amable y eficiente
940,"Muy pequeña la sucursal de Plaza Universidad para tanta demanda  , por favor Reporten que necesita un tamaño mayor y más personal , tenía que esperar hora y media para algo tan sencillo como es activar  alerta Bancomer !! Mejor me fui"
941,"Pésimo servicio, desde el joven que está en el turno hasta los ejecutivos, nefasta atención, una porquería de servicio."
942,Fui un sábado por un cheque y logre cobrarlo en tiempo y forma.
943,Aunque es pequeño en un muy buen servicio de cajeros y practicajas.
944,Es verdad. Lo movieron a plaza universidad.
945,El servicio de los asesores es lento. Solo hay dos. Piénselo si van a ir
946,"Apesta, las chicas de la entrada son unas sangronas y tardan horas en atender"
947,"Banco pequeño, con autoservicio en cajero y practicajas."
948,Como cualquier sucursal.
949,"HORRIBLE SU SERVICIO, Y NI SE DIGA LOS SÁBADOS."
950,"Pésimo servicio, 3 personas paradas en la puerta y nadie hace nada, hay fila para entrar y fila para pasar a ventanillas"
951,Cajeros de los chidos.
952,"Banco de pasada, no muy buenos en atenderte"
953,LOS SABADOS CIERRAN A LAS 2:30 PM
961,"Es una de las pocas sucursales que conozco a pesar de ser concurridas siempre están limpias, los cajeros siempre están operando y la atención ha sido buena."
962,"Muy concurrido siempre, pero en general la atención es buena. Siempre limpio y los ATM siempre funcionan."
963,pésimos!  solo dos cajas en servicio y aunque hay poca gente se tardan en demasía para atender
964,Me queda cerca y hay puedo sacar mi dinero con menos tiempo
965,"Excelente banco, estacionamiento, rampas, elevador, para personas con discapacidades.Mucha seguridad.Estacionamiento amplio,Cajeros automáticos,para pagos y retiro de efectivo.Personal muy amable.Lo recomiendo ampliamente."
966,Nefasto el Gerente
967,Muy rapido
968,Medio sucias las áreas del cajero...
969,Excelente banco el personal muy atento
970,La atención es rápido
973,Concuerdo con algunos de los comentarios el gerente es muy prepotente incapaz de darte una solución y efectivamente ! Pareciera que vas a pedirle un favor y no que está realizando su trabajo
974,"Pésimo servicio de parte del gerente , que trata a las personas como basuras , no da soluciones a nada y si son las 3:30 te dice que por la hora ya no puede darte solución , es un prepotente de lo peor .. Bancomer debería revisar esta sucursal. Somos clientes no estamos pidiendo un favor."
975,"pesimo servicio y más del gerente una persona prepotente que no sabe ni dar solución a problemas y quiere que uno los resuelva, ojala los directivos se dieran una vuelta y vieran como esta la sucursal."
976,Pésima atención . Tiempos de espera de años .
977,"Suele estar muy lleno en la tarde, de ahí en fuera todo esta bien."
978,Es un poco peligroso la sona y  además su estacionamiento no es de lo mejor
979,"Excelente atención, calidez en el servicio y muy eficientes."
980,CR-122
988,"Gran ubicación!
Instalaciones muy cuidadas.
Atención rápida."
989,Esta en buena ubicación porque solo caminas unos cuantos metros de la estación metro eje central de la linea 12; lo malo es que aveces están fuera de servicio los cajeros
990,Ni se le ocurre venir a esta sucursal. Pésimo servicio lento mala atencion de escritorios y cajas. Una sucursal que está en la confusión total. Ni se le ocurra entrar.
991,"De 3 cajeros qué hay, solo funciona uno. Mal servicio."
992,"Es una sucursal muy pequeña,  pero tienen buen servicio.  Las chicas de la entrada pueden resolver cualquier duda.  Tienen cajeros para hacer depósitos a cualquier hora"
993,Excelente servicio
994,"Buena ubicación,cuenta con estacionamiento pero solo caben 3 vehículos y se estacionan sobre la banqueta, remodelaron recientemente, los lunes viernes y días de quincena muy saturado, cuenta con 3 cajas"
995,Uso regilarmente el cajero y todo bien. He visto que regularmente está muy lleno
996,"Los empleados son amables y te ayudan cuando tienes dudas sobre el servicio que vas a realizar, para que no tengas que formarte si no es necesario"
997,No existe.
998,"(Traducción de Google) Tuve que transferir 202 pesos, así que pude hacerlo en la sucursal. Las monedas no se pueden insertar en cajeros automáticos

(Original)
I had to transfer 202 pesos, so I was able to do it at the branch. Coins can't be inserted in atms"
1004,Lo recomiendo ampliamente  resuelven tus dudas con mucha amabilidad y t explican todo muy bien .es uno de los mejores bancos que eh entrado
1005,"Cuidado con los ejecutivos de esta sucursal, al abrir una cuenta te condicionan la apertura de la misma a cambio de la activación de un seguro de vida con cargo a TDC, Débito o del mismo BBVA de forma prepotente, abusiva y engañosa; literal…"
1006,El día de hoy presencié como las ejecutivas de forma déspota NO quisieron ayudar a una señora mayor a cancelar una tdc. Trabajo para el área interna de BBVA los ejecutivos la conocen como #1000 ellos se jactan de que nosotros no sabemos…
1007,"Un poco chico el lugar pero muy cómodo, bien ubicado y excelente atención del personal."
1008,Excelente ubicación y atención de todo el personal muy limpio trato amable y los ejecutivos te resuelven todas tus dudas !!!! Te atienden rápido ????
1009,"Al retirar en las cajas un monto minimo la cajera cuenta  el efectivo y después lo pasa a la máquina, y es ahí donde te roban ya que uno confía en que está bien (ese es el truco) y ya al entregarme no lo conté por lo mismo,y ya al guardar…"
1010,No me gusta para nada que cierren los cajeros automáticos.
1011,"Los ejecutivos de cuentas de esta sucursal son especialmente serviciales y amables. Aparte tiene varios cajeros automáticos.
------------------------------------------------------
4 Años después de mi anterior comentario, tengo que decir,…"
1012,"Muy buen banco , la zona es buena , excelente servicio"
1013,"Me gustó no hay casi gente pocos asesores pero rápidos, hay dos practicadas y cajeros"
1014,Muy amables.
1015,Bueno muy buen servicio
1016,El área de cajeros no está abierta las 24 horas del día
1017,"Pésimo servicio en ventanilla, pésimo servicio de ejecutivos."
1018,Muy mal servicio el área a de cajero automático esta cerrado no puedes entrar a realizar movimientos.
1019,Muy bueno
1020,Esta en remodelacion
1030,Pésima atención  ne estaba un cambio de domicilio y tuve que ir de forma presencial a pesar de estar embarazada para poder tener mi certificado de cuenta actualizado antes el IMSS. Llevaba el comprobante en el celular. Me hicieron esperar…
1031,Está bien solo que para el caso es demasiado chico el lugar la atención es medianamente regular.
1032,Siempre con excelente atención
1033,"Atentos pero ineficientes. Me negaron un servicio que todas las otras sucursales si hacen, una perdedera de tiempo. Mejor ir al de Revolución...
La sucursal no esta dentro de la Plaza, esta a un lado, tiene sólo algunos lugares de estacionamiento."
1034,"Pésimo servicio en verdad!
Estuve más de 20 minutos esperando y solo había 2 personas antes de mi. Fui a actualizar mis datos para el uso de mi app, por qué no podía abrirla y resultó lo mismo, solo perdí mi tiempo.
Perdón la comparación…"
1035,"Excelente el servicio desde quien te da el turno para ser atendido hasta las de caja y escritorio , me apoyaron de una forma impecable de verdad que debería haber más trato así en las sucursales bancarias me ayudaron hasta donde pudieron,…"
1036,Buen servicio del banco y su personal
1037,"Esta abarrotado, estar atento a sus pertenencias.
A veces la prácticaja, se traga tu depósito."
1038,Nefasto el servicio y la gerente no sabe resolver situaciones urgentes
1039,"El cajero se traga tu dinero, además el gerente no sabe que hacer en ninguna situación, nunca lo ocupen"
1044,"Super atentos desde la entrada, rápidos y eficientes! Me encanto. Simplemente mi sucursal favorita."
1045,"Servicio lento. Zona insegura en las noches, el trato para realizar tramites es pésimo."
1046,"PÉSIMA ATENCIÓN!! Quise tramitar una tarjeta de débito y típico que están revisando su celular y hasta que terminan ya te atienden, entonces les dije que ya llevaba más de una hora y que no era posible esperar tanto por una tarjeta,…"
1047,"Excelente servicio, me atendieron en todo momento con mi problema una señorita muy amable que se encuentra en la entrada .
La señorita Isauda Hernández fue bastante amable."
1048,Rápidos los cajeros
1049,Practica la ubicacion y lo estan remodelando y modernizando
1050,Mala atención más de dos horas en atenderte
1051,"Sucursal dentro del estacionamiento del Aurrera por lo que siempre encontraras donde estacionarte, cuenta con pocos cajeros y no cuenta con practicaja"
1052,"Un cajero muy seguro y siempre cuenta con efectivo, no te preocupes porque no haya dinero para que retires"
1053,"Sucursal con buena atención al cliente, defecto en quincena esta muy llena"
1054,"Servicio muy lento y trato desconsiderado, banco en zona insegura, no apto para no cuentahabientes."
1055,Tiene servicio de cajeros automáticos pero solo hay 2. Actualmente no cuenta con practicajas.
1096,Excelente banco
1097,"La sucursal esta cerca de Av. Reforma sobre la calle de Florencia, así que siempre hay gente pero la fila para el cajero es rápida."
1098,Siempre me ha gustado de este banco que se puede contar con sucursales cercanas.
1099,He ido un par de veces y siempre el servicio es rápido y te orientan muy bien.
1100,Una porqueria de cajeros ahora resulta q nadie sabe dond quedo mi deposito  tengan cuidado 6440 no deposites x q te roba
1101,Un poco lento el setviciio
1102,"Buena ubicación, muy al descubierto por lo que vuelve un poco incómodo al retirar dinero"
1103,No hay cajero
1104,"Este Bancomer NO EXISTE, el lugar se encuentra en obra negra."
1105,"(Traducción de Google) Intercambios USD AMEX cheques de viajero.

(Original)
Exchanges USD AMEX travellers checks."
1109,Abren a las 10am
1110,"Excelente servicio, el gerente y el personal se preocupan por que tu estadía sea integra y resuelven tus dudas"
1111,sus trabajadores ya no quieren atender su respuesta es llame a linea bancomer para TODO
1112,"HORRIBLE. Intenté realizar un depósito mediante la practicaja, se tragó mi dinero y el personal no quiso regresarlo (a pesar de que se escuchaba cómo estaban manipulando el cajero desde el interior)."
1113,"No está en la calle de Xocongo, está en Isabel la Católica esquina Fernando de Álvarez Ixtlixochitl.  Denominarlo BBVA Bancomer Xocongo, es confuso e incorrecto."
1114,"Comparando con otras sucursales del mismo banco, el servicio es mas honesto. En unos de los sucursales que esta cerca del metrobus Juarez, me decian que para habrir una cuenta tenia tres clases: basico, premium y con chequera. El basico…"
1115,"Eviten esta sucursal. El personal no esta capacitado, no saben lo que hacen, hacen cobros innecesarios, no saben información básica. Hay otra sucursal a 4 cuadras. No se desgasten de verdad."
1116,"Le hace falta modernizar sus cajeros automáticos, están deplorables."
1117,No puedes entrar a los cajeron en la noche o en la mañana sabados o domingos  tienen cerrada la puerta con llave pesimo
1118,Buen servicio
1119,Buen servicio y atención garantizada
1124,"Sucursal grande y atención rápida, además del apoyo en los multicajeros por personal del banco"
1125,"Buena atención, el día que fuí no estaba lleno como otras sucursales"
1126,"La alarma suena horas y horas, Se escucha hasta 2 cuadras de distancia, es EN EXTREMO MOLESTO y nadie la atiende.  Ya me cansé de visitar la sucursal para reportarlo al gerente.
Sin temor a equivocarme y sin ser exagerado,  suena desde hace más de dos años,  por periodos de 2 a 10 horas y cada tercer día"
1127,"Pésimo servicio. Para una portabilidad me tuvieron una hora esperando para asignarme un ejecutivo. Después me dijeron que porqué no les recordé que quería que me atendieran. Sólo pasan a la gente que conocen, de nada sirven los turnos."
1128,"El servicio de muy mala calidad! Con dos personas en espera para servicio con ejecutivo comercial y más de una hora en espera y aún no paso!!!
Nadie se interesa por atenderte!
Mal servicio !!!!!"
1129,"La peor sucursal que he acudido en 15 años de ser cliente de este pésimo banco, tienen un servicio de los años 90, fui solo a activar mi token movil ya que el actual ya no permite operaciones nuevas, y me tuvieron dos días regresando…"
1130,Sucursal del banco BBVA BANCOMER recién remodelado con estacionamiento pequeño .
1131,le dan mucha prioridad a sus socios y el trato deberia de ser por igualdad
1132,"(Traducción de Google) Muy lento. No hay un proceso claro para pagar cheques.

(Original)
Very slow. No clear process for paying checks."
1139,"NO VAYAS!!! NO CONSERVAN SANA DISTANCIA!!!
Tuve que ir sólo a usar el cajero, me sorprendió la cantidad de personas que había en esa área sin conservar sana distancia. Estábamos varias personas afuera de la sucursal esperando pasar, había…"
1140,"Qué horrible sistema de turnos tienen, ni ellos mismos saben cómo funciona, y así pasé casi hora y media por 10 turnos del área a que me asignaron"
1141,"Alguien sabe si la sucursal cuenta con número de atención??, al menos he visto que tienen un número para comunicarte con algún gerente o persona dentro de la sucursal"
1142,"Los cajeros no atienden de la forma correcta, te dicen que jamás tienen cambio siendo un banco no es posible que al pedirles un poco de cambio digan que en todo el banco no ahy y si les pides avalar con sus jefe te ignoran y te dicen que te…"
1143,"Fui ala sucursal de Durango,y me encontré con que tiene 7 cajas y sólo atienden en 3  ventanillas el lugar llenisimo, y el gerente al hacerle el comentario que nos ayudará con alguien más sólo se ríe y nos ignora 🤬es ridículo que sea gerente,BBVA más atención a tus empleado están acabando con tus clientes"
1144,"El gerente un auténtico animal pedí pasar con el y ni da el asiento, sólo está en su celular y le expliqué la situación y ni caso me hizo, su fb es más importante y eso que fui a reclamar un error de sus ""según ejecutivos"""
1145,Ahy un cajero que es muy déspota ni siquiera te saluda y te avienta las cosas pésima la actitud como si te estuviera haciendo un favor 😠
1146,"Los bancos no son conocidos para tener un servicio correcto pero en esa succursale, alcanzamos niveles records. 3h para que me atienden y que me digan que no pueden hacer una transferencia...
El personal Jaqueline Hernandez y Carlos Salgado han sido ineficientes y inutiles..
Mi recomendación: huir esa succursale!"
1147,"Pésima atención por parte de ejecutivos, muy tardados en su atención, no hay ninguna diferencia si eres cliente bancomer o no, el promedio de espera aun que no sea quincena es de una hora para que te atiendan, se atravesó la hora de su…"
1148,"Pésimo servicio, se negaron a crear una cuenta de nómina sin justificación y me mandaron a otra sucursal."
1149,"Pésima atención y un tiempo de espera insoportable, no hay nada que te de satisfacción de su servicio."
1150,"De ""ejecutivos"" no tienen nada. Pésimo servicio, super lento, hora y media para atender a solo 2 usuarios en toda la.sucursal."
1151,"Pésimo y lento servicio. El director del banco alzado, inexperto y sin interés por los clientes."
1152,pesimo servicio
1153,Pesima atención al cliente
1154,Personal pésimo! No tienen formación de ejecutivos de banco
1155,Sencillo y funcional.
1156,"(Traducción de Google) Intercambios USD AMEX cheques de viajero.

(Original)
Exchanges USD AMEX travellers checks."
1165,"Exelente ubicación!
Instalaciones agradables y modernas.
Servicio bueno.
Estacionamiento.
En pequeña plaza."
1166,"Pésimo servicio, el director es sumamente ineficiente, no responde correos, tarda una hora en promedio en atender, además de que que tiene muy mala actitud y cero respeto por los clientes. En general la sucursal da muy mal servicio, llegan con bolsas de comida en cuanto abren y no hay más que un cajero atendiendo..."
1167,"De la fregada. Cerrado de los cajeros automáticos...
Pésimo"
1168,Atención rápida y eficiente. Cuentan con estacionamiento y valet parking
1169,"Pésimo servicio! Es ridiculo la mala atención de los ejecutivos, la ineficiencia y la incapacidad de resolver problemas"
1170,"Pésima atención recibida éste día, si siquiera se me permitió pasar con un ejecutivo, un chamaco en la máquina de recepción me pidió mi tarjeta y mi INE y se limitó a decirme ""no procede""  tardé más en caminar del estacionamiento a la sucursal que la atención que me dieron. No tuve oportunidad de preguntar nada, muy mal."
1171,"Los ejecutivos peor que en el seguro social, tardan horrible y se la pasan platicando"
1172,"Igual que la sucursal San angel está cerrado!!!! Y son las 8 AM lleva 12 horas cerrado, para que ponen cajeros si estarán cerrados!!!! Por lo menos dejen un letrero y que cajeros si están funcionando o quieren que ande por toda la ciudad buscando un cajero Bancomer que si está funcionando!!! Que mal!!!!!!"
1173,"Pésima atención  del Director Arturo Méndez, llamé 10 veces y le envié 4 correos y no contestó, tuve que acudir a la sucursal para recibir una respuesta."
1174,pesimo servicio no responden correos ni llamadas telefónicas
1175,Pésimo servicio. Tienen la peor calificación de sucursales BBVA.
1176,"No existe ningún Bancomer en esa esquina de Poniente 116 con Insurgentes Norte. Si alguna vez lo hubo, ya no existe; actualmente es un edificio de departamentos."
1177,Son super lentos e ineficientes.
1178,nadie atiende las llamadas
1179,No hay ni madres de banco.. ya no existe
1180,Por qué las personas que trabajan ahí No brindan información general al público.Son muy pesados No atienden si no eres cliente que les pasa !!!! Lamentablemente no pude ir en persona y mi esposo fue a preguntar por mi pero le dijeron que no le podían dar información 🤬y en línea telefónica 📞 son Más AMABLES!!! por qué????
1183,Muy buen servicio y atención
1184,"El gerente de la sucursal es excelente, me ayudo mucho un un problema con mis tarjetas"
1185,"Mal servicio en cuanto a pago de colegiaturas de gobierno (CETIS 11) No atienden en los cajeros porque la línea de captura no tiene centavos, y solo sirve un cajero automático. El personal hoy no quiso trabajar."
1186,Muy buena ubicación
1187,"La atención es muy agradable, cualquier duda la resuelven rápidamente"
1188,Aquí ya no hay nada jaja
1190,"Esta bien ubicado y en las mañanas es fácil acudir a los cajeros automáticos! Pero sea quincena o un día donde todos hacen algún pago, y entonces se satura el servicio y hay que esperar mucho tiempo..."
1191,"No dan solución a los problemas , el tiempo de espera es absurdo y te contestan con volver mañana .

Pérdida de tiempo y pésimo servicio."
1192,"Una persona Discapacitada en el escitorio 3, TE ATIENDE COMO EN SU INFANCIA"
